File Name: not saved
Channel 1: 'EMG 1', 9514 values, raw ADC, no filters.
Channel 2: 'EMG 2', 9514 values, raw ADC, no filters.
Channel 3: 'EMG 3', 9514 values, raw ADC, no filters.
Channel 4: 'EMG 4', 9514 values, raw ADC, no filters.
Digitals combined (event=16, d=8, c=4, b=2, a=1): 9514 values, .

22	-27	-79	34	31
-48	113	-720	-376	31
-148	39	-868	-1674	31
-145	-87	-520	-942	31
-165	-34	-151	401	31
-62	128	106	-231	31
87	134	106	423	31
-44	6	105	-196	31
-69	2	90	-164	31
36	2	196	249	31
-11	-47	285	194	31
-69	-41	287	732	31
-34	-41	395	26	31
161	50	533	407	31
205	122	606	549	31
9	35	191	-220	31
-24	-87	-499	-331	31
-32	-98	-848	-122	31
-65	-27	-1007	-9	31
-149	-34	-731	44	31
-280	32	-239	-261	31
-270	74	-171	-481	31
-215	10	102	203	31
139	92	294	452	31
468	222	214	466	31
218	383	237	356	31
79	343	26	-512	31
88	-149	63	-1433	31
-44	-619	133	-641	31
-14	-660	64	534	31
-49	-354	401	243	31
-12	-110	728	404	31
47	-67	449	432	31
117	37	-76	-75	31
128	85	-439	170	31
-117	198	-267	706	31
-14	185	547	941	31
30	-60	744	428	31
-34	-3	173	-201	31
3	134	-613	-1004	31
-112	145	-969	-1690	31
-107	212	-1072	-479	31
-132	166	-1063	642	31
-108	-147	-362	710	31
-9	-228	-179	569	31
27	35	61	-199	31
55	210	400	-200	31
140	72	347	363	31
97	-276	443	643	31
-36	-241	515	-305	31
38	9	704	-948	31
34	-97	452	-836	31
-12	-57	43	-715	31
-34	40	-292	243	31
41	-1	43	352	31
117	107	676	661	31
31	46	264	372	31
-10	85	-342	-787	31
-103	198	-713	-633	31
-102	138	-722	315	31
-44	-37	-451	774	31
-58	-192	-209	247	31
-53	-82	-19	-79	31
-53	-14	-7	103	31
-32	50	-17	666	31
-7	33	100	-7	31
-4	-37	368	-772	31
-97	29	424	-496	31
-93	-31	333	-235	31
19	-41	218	298	31
93	15	50	20	31
65	4	98	304	31
56	27	-11	696	31
150	94	-292	1053	31
97	39	-163	1320	31
52	6	-3	159	31
-5	85	134	-1294	31
-58	22	429	-1437	31
-52	-34	211	112	31
-37	-73	-279	130	31
3	-45	-358	-480	31
-7	-42	-382	-655	31
4	-92	-390	-431	31
-44	-30	-169	304	31
-62	-14	-151	-147	31
6	57	32	-78	31
55	153	660	-344	31
11	230	881	-758	31
-33	138	371	24	31
-9	-138	-143	487	31
-2	-163	-432	1113	31
26	-70	-818	1289	31
-17	-50	-607	234	31
-39	-18	-169	-604	31
-36	-9	-42	-238	31
9	7	444	-37	31
77	163	1047	-231	31
58	485	1208	-76	31
10	413	404	-660	31
-74	-264	-338	-893	31
-110	-538	-511	108	31
-137	-244	-464	699	31
-105	-150	-291	519	31
-26	-90	-479	385	31
108	-43	-613	441	31
274	-130	-664	927	31
115	-13	-200	1389	31
6	142	-3	1057	31
36	275	54	-514	31
-70	366	385	-1405	31
-76	447	237	-627	31
-85	363	270	-719	31
