File Name: not saved
Channel 1: 'EMG 1', 10156 values, raw ADC, no filters.
Channel 2: 'EMG 2', 10156 values, raw ADC, no filters.
Channel 3: 'EMG 3', 10156 values, raw ADC, no filters.
Channel 4: 'EMG 4', 10156 values, raw ADC, no filters.
Digitals combined (event=16, d=8, c=4, b=2, a=1): 10156 values, .

7	11	-1	14	31
19	-32	-6	31	31
4	46	-20	12	31
-16	128	-17	16	31
-31	176	-14	6	31
-17	346	-6	-21	31
1	418	24	-23	31
-62	75	39	-6	31
-37	-397	24	-30	31
64	-492	6	-42	31
108	-472	-11	0	31
44	-289	-31	22	31
-4	98	-26	43	31
-1	252	-2	56	31
-39	318	17	12	31
-88	231	26	-70	31
-115	299	17	-58	31
-77	194	11	-1	31
28	-337	-3	29	31
152	-566	-17	53	31
168	-447	-5	16	31
75	-92	-9	20	31
-56	97	-11	4	31
-92	239	-4	-16	31
-37	251	-4	4	31
-47	31	-3	-5	31
-31	-71	-7	12	31
0	-85	-1	14	31
-4	30	-1	22	31
10	-86	2	8	31
49	-163	9	-24	31
57	-65	-1	-18	31
54	2	-1	6	31
94	37	-4	-2	31
-2	30	-4	-1	31
-46	51	-2	17	31
-7	-5	-9	11	31
-22	51	-10	21	31
9	151	-10	24	31
-19	222	-10	36	31
-35	68	-11	12	31
-40	-114	-8	-54	31
-21	2	8	-55	31
28	121	12	-7	31
-12	148	10	-36	31
-43	32	15	-21	31
-79	82	16	50	31
-110	465	9	7	31
-85	573	9	-65	31
-22	-43	7	-75	31
62	-585	3	-44	31
102	-580	5	-19	31
77	-494	2	12	31
43	-305	-9	23	31
6	-101	-21	38	31
21	95	-19	59	31
49	385	-6	25	31
-11	274	-13	4	31
-30	-140	-14	14	31
-6	-260	-6	-7	31
2	-153	6	-39	31
27	-4	27	6	31
8	70	27	26	31
-21	76	20	-25	31
-24	62	-2	10	31
-35	94	-23	8	31
-34	212	-27	-21	31
-28	406	-22	10	31
-26	344	-4	-20	31
-46	-69	7	-5	31
-100	-307	9	50	31
-144	-357	4	54	31
-175	57	0	-17	31
-144	532	5	-24	31
-42	322	-5	20	31
80	-277	-6	-12	31
263	-709	-3	-15	31
264	-418	-3	-9	31
181	-153	7	12	31
193	-165	3	18	31
82	45	2	16	31
28	27	-1	19	31
7	11	-2	-3	31
